id,title,text,price,slug,category_id,image
48,Фаленопсис Сого Релекс,"Фаленопсис Sogo Relex  – редкий гибрид, отличается очень насыщенным ярким лаковым цветком в фиолетово-бордовой гамме. Укороченный стебель, толстые воздушные корни, зеленые блестящие листья собраны в розетку, из которой 2 раза в год вырастают цветоносы. Цветок ароматный, округлой формы, похож на бабочку. Фаленопсис живет в среднем до 10-15 лет, и его необходимо обновлять детками или делением.",1999,falenopsis-sogo-releks,8,flowers_images/falenopsis_sogo_releks.png
49,Орхидея Фаленопсис Лас Вегас,"Представители гибрида Лас Вегас радуют своим цветением два раза за сезон. Но таких показателей можно добиться только при правильном и своевременном уходе за растением.  Время цветения приходится на весну и осень. От цветов исходит приятный, в меру интенсивный аромат. Несомненное преимущество заключается в продолжительности цветения – оно составляет от 2 до 5 месяцев. Период покоя непродолжительный. Цветок принадлежит роду фаленопсис. Цветонос не отличается большой высотой, поскольку вырастает только до 45-50 см. Листовые пластины довольно плотные по своей структуре. Они окрашены в темно-зеленый оттенок, вытянуты в длину, обладают закругленными краями. Иногда их форма определяется как миндалевидная.",2899,falenopsis-las-vegas,8,flowers_images/falenopsis_las_vegas.png
50,Пальма Ховея Форстериана,"Пальма Ховея Форстериана, или просто Ховея, – это красивое комнатное растение, которое в своей природной среде обитания встречается в тропических лесах Южной и Центральной Америки. Это высокая пальма с множеством длинных, изящных листьев, которые дарят уют и тепло любому интерьеру. Ховея одно из самых популярных растений в любом доме или офисе благодаря своей неприхотливости. Она может расти как в светлых, так и в теневых местах, требует минимального ухода, идеально подходит для тех, кто только начинает знакомиться с миром комнатных растений.",7899,palma-hoveya-forsteriana,9,flowers_images/palma_hoveya_forsteriana.png
51,Цикас Революта,"Цикас Революта, широко известный как саговая пальма, представляет собой медленнорастущий вечнозеленый саговник, произрастающий в южной Японии. Он имеет крепкий ствол, который может вырасти до 3 метров в высоту и увенчан короной из длинных, блестящих, темно-зеленых листьев, длина которых может достигать 1 метра. Листья перистые и имеют многочисленные листочки, расположенные в виде изящного, похожего на перья узора. Растение двудомное, что означает наличие мужских и женских половых органов на разных растениях. Женское растение образует большую конусообразную структуру, которая может достигать 40 см в длину и несет красновато-коричневые семена. Цикас Революта — популярное декоративное растение из-за его яркого внешнего вида и устойчивости к слабому освещению и засушливым условиям. Однако следует отметить, что все части растения токсичны при попадании внутрь.",4299,zicas-revoluta,9,flowers_images/zicas_revoluta.png
52,Пальма Юкка,"Юкка, потрясающее растение, которое добавит нотку пустынного стиля в ваш дом или офис. С его смелыми колючими листьями и выносливым характером это растение идеально подходит для тех, кто хочет привнести немного свежего воздуха внутрь. Юкка произрастает в засушливых регионах Северной и Центральной Америки. Это неприхотливое растение, требующее минимального полива и способное расти в различных условиях освещения. Если вы хотите создать оазис в стиле пустыни или просто добавить немного зелени в свое пространство, Юкка — идеальное растение для вас.",8899,palma-ukka,9,flowers_images/palma_ukka.png
53,Хамедорея Зейфрица,"Хамедорея Зейфрица, также известная как бамбуковая пальма, представляет собой изящное и элегантное комнатное растение, произрастающее в тропических лесах Мексики и Гватемалы. У этой небольшой пальмы тонкие, похожие на бамбук стебли, увенчанные пышными перистыми ветвями. Листья ярко-зеленого цвета расположены по кругу, что придает растению полный и симметричный вид. Хамедорея Зейфрица — популярное комнатное растение, потому что за ним относительно легко ухаживать, и оно может расти в различных условиях освещения, от яркого непрямого до слабого. Он также известен своими свойствами очистки воздуха, что делает его отличным дополнением к любому дому или офису.",4999,hamedoreya-zeifriza,9,flowers_images/hamedoreya_zeifriza.png
54,Драцена Маргината,"Драцена Маргината – прекрасное растение для создания зеленого уголка в вашем доме или офисе. Эта красивая комнатная растение привлекает внимание своими зелеными листьями с ярко выраженными белыми полосами по краям, которые кажутся нарисованными мелом. Cчитается одной из самых неприхотливых растений, что делает ее отличным выбором для начинающих цветоводов. Она не требует особого ухода и может выжить даже при небольших ошибках в уходе. Это растение очень долгоживущее и может расти до достаточно большого размера, что позволяет использовать его для декорирования больших помещений.",599,drazena-marginata,9,flowers_images/drazena_marginata.png
55,Флебодиум Блю Стар,"Флебодиум Блю Стар — потрясающий и уникальный вид папоротника с яркими сине-зелеными листьями с бархатистой текстурой. Вайи имеют ярко выраженный кружевной вид с тонко разделенными листочками, создающими нежный и замысловатый узор. Нижняя сторона листьев имеет серебристо-голубой блеск, что добавляет общей визуальной привлекательности. Этот папоротник произрастает в тропических и субтропических регионах и процветает во влажной среде с непрямым освещением. Это популярный выбор для комнатных растений и садов на открытом воздухе, и он обязательно станет выдающимся дополнением к любой коллекции.",2499,flebodium-blue-star,10,flowers_images/flebodium_blue_star.png
56,Адиантум Фрагранс,"Адиантум Фрагранс, также известный как душистый адиантум, представляет собой нежный и изящный папоротник с тонкими темными стеблями и светло-зелеными листьями треугольной формы. Листья обычно имеют длину от 5 до 15 см и состоят из множества маленьких веерообразных листочков, которые придают папоротнику характерный воздушный вид. Одной из уникальных особенностей Адиантум Фрагранс является его ароматная листва, которая издает тонкий приятный аромат при растирании или расчесывании. Этот папоротник произрастает в тропических и субтропических регионах Азии и Южной Америки и прекрасно себя чувствует в теплых влажных условиях при ярком непрямом свете. Это популярный выбор для закрытых садов и террариумов из-за привлекательного внешнего вида и простоты ухода.",799,adiantun-fragrans,10,flowers_images/adiantun_fragrans.png
57,Асплениум Парвати,"Асплениум Парвати — ваш личный кусочек Австралии в офисе или дома. Его ярко-зеленые листья, напоминающие перья, привнесут свежий вид и уютную атмосферу. Благодаря своим очищающим свойствам, он сделает воздух вокруг вас чище и безопаснее. Покупайте прямо сейчас!",999,asplenium-parvati,10,flowers_images/asplenium_parvati.png
58,Непентес Алата,"Непентес Алата – или «Кувшиночник», уникальное растение, единственный в своем роде «хищник» монотипного семейства «Непентовые» поражает внешним видом и мифическим названием.",2799,nepentes-alata,11,flowers_images/nepentes_alata.png
59,Росянка,"Дросера, также известная как Росянка, — очаровательное плотоядное растение, которое обязательно привлечет ваше внимание. Этот южноафриканский абориген может похвастаться уникальными тонкими усиками, которые заканчиваются маленькими, липкими, похожими на росу каплями, которые он использует для ловли и переваривания насекомых.  Благодаря своим очаровательным, компактным размерам и красочным листьям, которые варьируются от темно-зеленых до оттенков розового и красного, это растение станет прекрасным дополнением к любой коллекции растений. Это не только визуально привлекательно, но и обеспечивает естественное решение для борьбы с вредителями в вашем доме. Drosera прекрасно себя чувствует при ярком непрямом свете и требует постоянно влажной почвы. Это неприхотливое растение, которое не требует удобрений и относительно устойчиво к вредителям.  Принесите чудо Росянки в свой дом и наслаждайтесь тем, как это очаровательное растение творит свою естественную магию.",1099,rosyanka,11,flowers_images/rosyanka.png
60,Антуриум Джамбо Ред,"Антуриум Андреанум Джамбо Ред (Anthurium Andreanum Jumbo Red) - компактное растение, характеризующееся обилием насыщенно-зеленой сердцеобразной листвы и яркими соцветниками. Листовые пластины этого антуриума гладкие, блестящие, с контрастными цветками ярко-красного цвета, которые слегка вогнутые во внутрь.",1599,antrium-djambo-red,12,flowers_images/antrium_djambo_red.png
61,Азалия Индийская,"Удивите всех своей красотой! Азалия Индийская — отличный выбор для офиса и дома. Щедрые цветущие растения с нежнейшими оттенками розового, белого, сиреневого и красного. Покупайте сейчас и создавайте прекрасные композиции!",899,azalia-indiiskaya,12,flowers_images/azalia_indiiskaya.png
62,Спатифиллум Купидо Компакта,"Спатифиллум Купидо Компакта, очаровательное дополнение к любой коллекции растений. Это растение может похвастаться блестящими темно-зелеными листьями, которые со временем изящно изгибаются, создавая поразительный визуальный эффект. Известный своими качествами очистки воздуха, Спатифиллум Купидо Компакта идеально подходит для любого дома или офиса. При надлежащем уходе он производит нежные белые цветы, которые добавляют нотку элегантности к его и без того впечатляющей эстетике. Добавьте эту красоту в свою коллекцию сегодня и наслаждайтесь успокаивающими свойствами, которые она приносит в ваше окружение.",4499,spatifilium-kupido-kompacta,12,flowers_images/spatifilium_kupido_kompacta.png
63,Тилландсия Бьянчини,"изысканное и очень ароматное растение, которое порадует своим великолепным видом и неповторимым ароматом. Это привлекательное комнатное растение идеально подходит для декорирования дома или офиса, и его забота не доставит хлопот.  Неприхотливое растение, которое не требует особой заботы. Ему нужно обеспечить яркое, но размытое освещение и регулярный полив. Растение также благодарит за опрыскивание, особенно в жаркие летние месяцы.",1299,tillandsia-byanchini,12,flowers_images/tillandsia_byanchini.png
64,Роза Бо Монд,"Купите розу в горшке и превратите ваш офис, квартиру или дом в настоящий рай цветов. Роза — это символ красоты и совершенства, и теперь вы можете иметь ее прямо у себя дома. Наша комнатная роза не требует много места, но в то же время не уступает большим родственницам по красоте. Покупайте сегодня и создайте впечатление, которое никто не забудет.",799,roza-bo-mond,12,flowers_images/roza_bo_mond.png
